sample_id,timestamp_iso,phase_name,action_name,action_value,extra_info,semantic_move_m0,semantic_move_m1,semantic_move_m2,semantic_move_m3,raw_move_m0,raw_move_m1,raw_move_m2,raw_move_m3,spool_pos_m0,spool_pos_m1,spool_pos_m2,spool_pos_m3,tracking_ok,tracking_reason,base_x,base_y,tip_x,tip_y,base_x_img,base_y_img,tip_x_img,tip_y_img,num_path_points,num_resampled_points,points_json,points_image_json
18,2026-04-10T18:24:07.490116,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,19280,13337,99865,99832,1,,0.0,0.0,-42.0,-287.0,665.0,299.0,623.0,586.0,288,20,"[[0.0, 0.0], [-2.0, -14.93023681640625], [-2.5, -30.117218017578125], [-4.99896240234375, -44.985626220703125], [-5.7393798828125, -60.1170654296875], [-6.42340087890625, -75.23190307617188], [-8.5, -90.1221923828125], [-9.5, -105.26095581054688], [-9.0, -120.44793701171875], [-10.0, -135.58670043945312], [-10.48388671875, -150.77426147460938], [-10.5697021484375, -165.97598266601562], [-11.0, -181.16543579101562], [-10.9285888671875, -196.36770629882812], [-11.68145751953125, -211.54058837890625], [-13.0, -226.6478271484375], [-13.25201416015625, -241.73602294921875], [-22.83465576171875, -256.82403564453125], [-32.4173583984375, -271.9119873046875], [-42.0, -287.0]]","[[665.0, 299.0], [663.0000305175781, 313.93024381584496], [662.5, 329.1172063477547], [660.0010419922718, 343.9856252925605], [659.2606468110745, 359.1170785096428], [658.5765975236873, 374.23190048534644], [656.5000152587891, 389.12218191326446], [655.5, 404.26096883324317], [656.0000305175781, 419.4479313651531], [655.0, 434.58671505642394], [654.5161393409963, 449.7742559599369], [654.430288746556, 464.9759924617058], [654.0000152587891, 480.1654446866454], [654.0714416503906, 495.36769619738993], [653.3185505001632, 510.5405841532378], [652.0, 525.6478544663529], [651.7480098573587, 540.7360151689668], [642.1653399049059, 555.8240101126446], [632.582669952453, 570.9120050563223], [623.0, 586.0]]"
19,2026-04-10T18:24:08.147577,sweep,bend_left,120,{},-48,120,-48,120,-48,-120,48,-120,19232,13457,99817,99952,1,,0.0,0.0,-43.0,-287.0,653.0,299.0,610.0,586.0,288,20,"[[0.0, 0.0], [-1.5, -14.977142333984375], [-3.0, -30.0533447265625], [-4.5, -45.1295166015625], [-4.90264892578125, -60.318511962890625], [-5.67431640625, -75.480224609375], [-9.0, -89.96539306640625], [-9.5, -105.16262817382812], [-10.0, -120.35989379882812], [-10.0, -135.57498168945312], [-10.34124755859375, -150.77789306640625], [-10.71282958984375, -165.979736328125], [-11.1624755859375, -181.13748168945312], [-11.47637939453125, -196.33029174804688], [-11.10888671875, -211.52450561523438], [-13.0, -226.58648681640625], [-13.08721923828125, -241.77923583984375], [-23.05810546875, -256.852783203125], [-33.029052734375, -271.9263916015625], [-43.0, -287.0]]","[[653.0, 299.0], [651.5, 313.9771455794037], [650.0000152587891, 329.053331686586], [648.5, 344.12951350936623], [648.0973516664327, 359.31851753777676], [647.3256688515057, 374.4802368544982], [644.0000152587891, 388.9653803301752], [643.5, 404.1626360480854], [643.0000152587891, 419.35989394044805], [643.0000152587891, 434.57498516949266], [642.658731626984, 449.77790303225277], [642.2871830430477, 464.97974195488706], [641.8375216183688, 480.13749019638817], [641.5235907846711, 495.33028106477354], [641.8911414623486, 510.52449329705644], [640.0, 525.5864946431036], [639.9128040725514, 540.7792197604635], [629.9418693817009, 555.8528131736423], [619.9709346908505, 570.9264065868211], [610.0, 586.0]]"
20,2026-04-10T18:24:08.772902,sweep,bend_left,80,{},-32,80,-32,48,-32,-80,32,-48,19200,13537,99785,100000,1,,0.0,0.0,-44.0,-287.0,641.0,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [-2.5, -14.8167724609375], [-4.0, -29.88720703125], [-5.919677734375, -44.937835693359375], [-6.51800537109375, -60.083984375], [-7.51312255859375, -75.18411254882812], [-10.0, -89.98019409179688], [-11.0, -105.12353515625], [-11.0, -120.3328857421875], [-11.0, -135.542236328125], [-11.3385009765625, -150.739501953125], [-11.70965576171875, -165.93563842773438], [-12.362548828125, -181.076171875], [-12.71429443359375, -196.27297973632812], [-12.5, -211.47470092773438], [-14.0, -226.56512451171875], [-14.01788330078125, -241.7496337890625], [-24.01190185546875, -256.83306884765625], [-34.0059814453125, -271.91656494140625], [-44.0, -287.0]]","[[641.0, 299.0], [638.5000152587891, 313.8167606252703], [637.0000152587891, 328.887203174942], [635.0803238453699, 343.9378227376455], [634.48201942508, 359.0839831202703], [633.4868625288996, 374.18410450791134], [631.0, 388.9801885883586], [630.0000152587891, 404.12353153117857], [630.0000152587891, 419.332883439097], [630.0000152587891, 434.54223534701543], [629.6614737816607, 449.73951169516937], [629.2903189136782, 464.9356247966649], [628.6374273015912, 480.07617269022], [628.2857208251953, 495.2729794723152], [628.5000152587891, 510.4746863470868], [627.0, 525.565130022319], [626.9821179420169, 540.7496435479632], [616.9880786280112, 555.8330956986422], [606.9940393140056, 570.916547849321], [597.0, 586.0]]"
21,2026-04-10T18:24:09.398868,sweep,bend_left,40,{},-16,40,-16,0,-16,-40,16,0,19184,13577,99769,100000,1,,0.0,0.0,-43.5,-287.0,643.5,299.0,600.0,586.0,288,20,"[[0.0, 0.0], [-3.0, -14.712554931640625], [-3.5, -29.916046142578125], [-5.0, -45.008575439453125], [-5.903076171875, -60.10723876953125], [-8.0, -74.95962524414062], [-10.5, -89.796630859375], [-10.0, -105.01025390625], [-11.0, -120.18582153320312], [-11.5, -135.39944458007812], [-11.4285888671875, -150.62832641601562], [-11.56103515625, -165.85507202148438], [-12.0, -181.07086181640625], [-12.0, -196.30230712890625], [-12.5, -211.51593017578125], [-13.5, -226.70159912109375], [-13.6497802734375, -241.9027099609375], [-23.599853515625, -256.93511962890625], [-33.5499267578125, -271.96759033203125], [-43.5, -287.0]]","[[643.5, 299.0], [640.5000152587891, 313.71256919063643], [640.0, 328.9160340433169], [638.5000152587891, 344.00858017407415], [637.5969256605018, 359.1072339485653], [635.5000152587891, 373.95963114043707], [633.0, 388.7966416766651], [633.5000152587891, 404.0102584573591], [632.5000152587891, 419.18581407478524], [632.0000152587891, 434.39943194270546], [632.0714416503906, 449.6283366150078], [631.9389412003684, 464.85506291233867], [631.5, 480.07085806777127], [631.5, 495.3023103595996], [631.0, 510.5159282275198], [630.0000152587891, 525.7015993808355], [629.8501992000457, 540.9027247968802], [619.9001328000305, 555.9351498645868], [609.9500664000152, 570.9675749322935], [600.0, 586.0]]"
22,2026-04-10T18:24:09.898771,trim,trim_pull,12,"{""motor_index"": 1}",0,12,0,0,0,-12,0,0,19184,13589,99769,100000,1,,0.0,0.0,-42.5,-287.0,642.5,299.0,600.0,586.0,288,20,"[[0.0, 0.0], [-1.0, -14.892120361328125], [-1.5, -30.0933837890625], [-4.12664794921875, -44.92437744140625], [-4.5185546875, -60.086578369140625], [-6.0, -75.1195068359375], [-8.0, -90.07327270507812], [-8.5, -105.25424194335938], [-9.5, -120.40731811523438], [-9.90087890625, -135.61215209960938], [-9.727294921875, -150.8179931640625], [-9.57330322265625, -166.0263671875], [-9.802001953125, -181.07601928710938], [-10.5, -196.24111938476562], [-10.53277587890625, -211.45907592773438], [-11.5, -226.6436767578125], [-12.0, -241.844970703125], [-22.16668701171875, -256.8966064453125], [-32.33331298828125, -271.94830322265625], [-42.5, -287.0]]","[[642.5, 299.0], [641.5, 313.89211351252453], [641.0, 329.09338501072426], [638.373368133849, 343.9243712867675], [637.9814449745104, 359.0865927615531], [636.5, 374.11951146272486], [634.5, 389.07327403936625], [634.0, 404.25423736537454], [633.0, 419.4073321644171], [632.5991450557929, 434.61214048783575], [632.7727200720742, 449.8179839016137], [632.9266902043739, 465.0263684610453], [632.6980082099965, 480.07600469626664], [632.0000152587891, 495.2411302393285], [631.9672257855952, 510.4590666343153], [631.0, 525.6436721485022], [630.5, 540.8449436467022], [620.3333333333334, 555.8966290978015], [610.1666666666667, 570.9483145489007], [600.0, 586.0]]"
23,2026-04-10T18:24:10.522639,trim,trim_pull,28,"{""motor_index"": 0}",43,0,0,0,43,0,0,0,19227,13589,99769,100000,1,,0.0,0.0,-38.5,-287.0,642.5,299.0,604.0,586.0,288,20,"[[0.0, 0.0], [-0.95709228515625, -14.699859619140625], [-1.7039794921875, -29.855499267578125], [-2.89178466796875, -44.871368408203125], [-4.5, -59.880706787109375], [-6.5, -74.81942749023438], [-8.5, -89.67019653320312], [-7.98834228515625, -104.83651733398438], [-8.287841796875, -120.02987670898438], [-8.5, -135.22637939453125], [-8.5306396484375, -150.42935180664062], [-9.5, -165.5684814453125], [-10.0, -180.75469970703125], [-10.0, -195.958740234375], [-11.0, -211.11196899414062], [-11.3074951171875, -226.3050537109375], [-12.31768798828125, -241.44781494140625], [-21.04510498046875, -256.6318359375], [-29.7725830078125, -271.81591796875], [-38.5, -287.0]]","[[642.5, 299.0], [641.5428905024096, 313.69986413523714], [640.7960421735297, 328.85549671342795], [639.6081890965073, 343.87138001342106], [638.0, 358.88070389529224], [636.0000152587891, 373.8194198898801], [634.0, 388.6701819589428], [634.5116797628084, 403.83651325599817], [634.2121445957972, 419.0298850181228], [634.0, 434.22637443807935], [633.9693340220115, 449.4293367941581], [633.0, 464.56847560077136], [632.5000152587891, 479.75469840696826], [632.5000152587891, 494.9587545498471], [631.5, 510.11196962005874], [631.1924900520359, 525.3050570283654], [630.1823098920472, 540.447797247338], [621.4548732613648, 555.6318648315587], [612.7274366306824, 570.8159324157793], [604.0, 586.0]]"
24,2026-04-10T18:24:11.121471,trim,trim_pull,28,"{""motor_index"": 1}",0,28,0,0,0,-28,0,0,19227,13617,99769,100000,1,,0.0,0.0,-42.0,-287.0,639.0,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [-2.5, -14.876007080078125], [-4.5, -29.881134033203125], [-4.5, -45.117156982421875], [-5.15325927734375, -60.286407470703125], [-6.5, -75.3582763671875], [-10.0, -89.7955322265625], [-10.5, -105.01370239257812], [-10.5, -120.23440551757812], [-10.389892578125, -135.45904541015625], [-11.11810302734375, -150.65390014648438], [-11.0, -165.87881469726562], [-10.72064208984375, -181.089111328125], [-11.18670654296875, -196.30694580078125], [-12.0, -211.49017333984375], [-13.0, -226.62493896484375], [-13.65802001953125, -241.78778076171875], [-23.1053466796875, -256.8585205078125], [-32.55267333984375, -271.92926025390625], [-42.0, -287.0]]","[[639.0, 299.0], [636.5, 313.87601733305814], [634.5, 328.88114882707464], [634.5, 344.1171445263103], [633.8467391659929, 359.2864139929237], [632.5000152587891, 374.35827176757994], [629.0000152587891, 388.7955474695606], [628.5000152587891, 404.01370874488816], [628.5000152587891, 419.23441546517284], [628.610079671339, 434.4590511982756], [627.8818830017586, 449.65390207151125], [628.0, 464.8788244795763], [628.2793557555844, 480.0891136940864], [627.8132857858243, 495.3069325721237], [627.0, 510.4901871916513], [626.0, 525.6249223879695], [625.3420062071666, 540.7878057664752], [615.8946708047777, 555.8585371776501], [606.4473354023888, 570.929268588825], [597.0, 586.0]]"
25,2026-04-10T18:24:12.076580,reset,reset_release,120,{},-63,-63,-48,-63,-63,63,48,63,19164,13554,99721,99937,1,,0.0,0.0,-42.5,-287.0,639.5,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [-2.5, -14.94073486328125], [-3.0, -30.188934326171875], [-5.30450439453125, -45.131378173828125], [-5.77142333984375, -60.399749755859375], [-6.38262939453125, -75.642822265625], [-10.0, -90.072265625], [-10.0, -105.36367797851562], [-9.5, -120.642333984375], [-10.0, -135.92098999023438], [-10.8792724609375, -151.15499877929688], [-11.142822265625, -166.43783569335938], [-9.91796875, -180.76132202148438], [-11.61822509765625, -195.6552734375], [-12.0, -210.93817138671875], [-12.0, -226.23468017578125], [-13.0, -241.46514892578125], [-22.83331298828125, -256.6434326171875], [-32.66668701171875, -271.82171630859375], [-42.5, -287.0]]","[[639.5, 299.0], [637.0000152587891, 313.94072917438393], [636.5, 329.1889408198289], [634.1955241165572, 344.1313821955898], [633.7285990974783, 359.3997574821255], [633.1173561733866, 374.6428229393426], [629.5, 389.07225703397035], [629.5, 404.3636636479622], [630.0000152587891, 419.6423310774471], [629.5, 434.92099850693205], [628.6207238563385, 450.1550140302288], [628.3571472167969, 465.4378424078326], [629.58202253016, 479.76132379452724], [627.8817540483606, 494.6552802150494], [627.5, 509.9381668431836], [627.5, 525.2346697838028], [626.5000152587891, 540.4651637593236], [616.6666768391927, 555.6434425062157], [606.8333384195964, 570.8217212531079], [597.0, 586.0]]"
26,2026-04-10T18:24:12.994708,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,19140,13530,99697,99913,1,,0.0,0.0,-41.5,-287.0,638.5,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [3.51153564453125, -13.34893798828125], [-2.15716552734375, -26.7994384765625], [-4.19805908203125, -41.9432373046875], [-4.52874755859375, -57.402679443359375], [-7.5, -72.3272705078125], [-9.5, -87.5546875], [-10.0, -103.01483154296875], [-10.0, -118.49282836914062], [-10.0, -133.9708251953125], [-10.4173583984375, -149.42169189453125], [-11.0, -164.86077880859375], [-9.156005859375, -179.86398315429688], [-11.0, -195.0284423828125], [-11.5, -210.48858642578125], [-13.0, -225.83770751953125], [-12.6925048828125, -241.3046875], [-22.29498291015625, -256.5364990234375], [-31.89752197265625, -271.76824951171875], [-41.5, -287.0]]","[[638.5, 299.0], [642.0115635846691, 312.3489439130585], [636.3428227795152, 325.7994517578106], [634.3019422480852, 340.9432263193319], [633.9712387734629, 356.40266946001606], [631.0, 371.3272726383329], [629.0000152587891, 386.55468829409074], [628.5000152587891, 402.0148441249613], [628.5000152587891, 417.4928343797401], [628.5000152587891, 432.97082463451875], [628.082629825109, 448.42168038684605], [627.5, 463.8607918630436], [629.3440104769574, 478.8639915043302], [627.5, 494.0284440142904], [627.0, 509.48859984516105], [625.5000152587891, 524.8376855648663], [625.8074850937533, 540.3047090587932], [616.2049900625021, 555.5364727058621], [606.602495031251, 570.7682363529311], [597.0, 586.0]]"
27,2026-04-10T18:24:13.559107,sweep,bend_right,40,{},55,-16,55,-16,55,16,-55,16,19195,13514,99752,99897,1,,0.0,0.0,-38.0,-287.0,634.0,299.0,596.0,586.0,288,20,"[[0.0, 0.0], [6.1688232421875, -12.363067626953125], [2.0, -26.79473876953125], [0.10552978515625, -41.904632568359375], [-0.58819580078125, -57.23516845703125], [-2.5, -72.40228271484375], [-5.0, -87.41241455078125], [-6.0, -102.74630737304688], [-6.0, -118.14117431640625], [-6.0, -133.5360107421875], [-6.0, -148.93084716796875], [-6.023193359375, -164.32485961914062], [-4.6533203125, -179.57351684570312], [-5.5, -194.88607788085938], [-6.0, -210.26309204101562], [-6.5, -225.64007568359375], [-7.0, -241.01708984375], [-17.33331298828125, -256.3447265625], [-27.66668701171875, -271.67236328125], [-38.0, -287.0]]","[[634.0, 299.0], [640.1688011201173, 311.36307417389673], [636.0000152587891, 325.7947533192264], [634.1055020761762, 340.9046319719607], [633.4117764990394, 356.2351667077443], [631.5, 371.4022941491979], [629.0000152587891, 386.4124207045255], [628.0, 401.746312204995], [628.0, 417.14115922679497], [628.0, 432.53600624859496], [628.0, 447.9308532703949], [627.976790587579, 463.32487228800085], [629.3466516420136, 478.57351682035613], [628.5000152587891, 493.88606949358734], [628.0, 509.263081004253], [627.5, 524.6400936021448], [627.0, 540.0171062000367], [616.6666666666667, 555.3447374666912], [606.3333333333334, 570.6723687333456], [596.0, 586.0]]"
28,2026-04-10T18:24:14.152219,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,19275,13482,99832,99865,1,,0.0,0.0,-42.0,-287.0,639.0,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [0.9166259765625, -15.194610595703125], [-4.5, -29.147003173828125], [-5.7581787109375, -44.30743408203125], [-6.50128173828125, -59.503021240234375], [-9.16387939453125, -74.29421997070312], [-11.0, -89.37594604492188], [-10.5, -104.63534545898438], [-11.0, -119.89471435546875], [-11.36846923828125, -135.15878295898438], [-11.5, -150.43130493164062], [-11.5, -165.70852661132812], [-10.0494384765625, -180.73837280273438], [-11.62945556640625, -195.81204223632812], [-12.0, -211.05572509765625], [-13.0, -226.26690673828125], [-13.1767578125, -241.52496337890625], [-22.7845458984375, -256.68328857421875], [-32.39227294921875, -271.8416748046875], [-42.0, -287.0]]","[[639.0, 299.0], [639.9166036920365, 314.1945973238873], [634.5, 328.1469980066549], [633.2418034451641, 343.3074310422691], [632.498713878638, 358.5030187364113], [629.8361310597397, 373.2942351781445], [628.0, 388.3759582552153], [628.5000152587891, 403.6353352047222], [628.0, 418.8947121542291], [627.6315116352716, 434.1587809166506], [627.5, 449.43130265160346], [627.5, 464.70851511224464], [628.9505837100655, 479.73838101243877], [627.3705734129629, 494.81202751721], [627.0, 510.0557169838603], [626.0, 525.266918321436], [625.8232168270824, 540.5249600469294], [616.2154778847216, 555.683306697953], [606.6077389423608, 570.8416533489765], [597.0, 586.0]]"
29,2026-04-10T18:24:14.880465,sweep,bend_right,120,{},120,-48,120,-48,120,48,-120,48,19395,13434,99952,99817,1,,0.0,0.0,-41.0,-287.0,638.0,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [-0.798583984375, -15.090087890625], [-2.5, -30.189208984375], [-4.9322509765625, -45.05120849609375], [-5.77752685546875, -60.1475830078125], [-8.0, -74.94912719726562], [-9.5, -90.02520751953125], [-9.5, -105.25021362304688], [-10.0, -120.45736694335938], [-10.40484619140625, -135.66790771484375], [-10.4366455078125, -150.88726806640625], [-10.0, -166.0966796875], [-9.8968505859375, -181.27816772460938], [-10.7467041015625, -196.45401000976562], [-11.0, -211.66998291015625], [-12.5, -226.77606201171875], [-12.3648681640625, -241.94573974609375], [-21.909912109375, -256.96380615234375], [-31.4549560546875, -271.98193359375], [-41.0, -287.0]]","[[638.0, 299.0], [637.201411584418, 314.0900758816046], [635.5000152587891, 329.1892143989818], [633.0677697449037, 344.0511946161065], [632.2224741923135, 359.1475747261204], [630.0000152587891, 373.94912064448624], [628.5000152587891, 389.0252082328323], [628.5000152587891, 404.2502036562646], [628.0, 419.45736356856264], [627.5951457958867, 434.66791820567624], [627.5633737510461, 449.8872595916588], [628.0, 465.09668099104334], [628.1031316296511, 480.27816337526025], [627.2532846716429, 495.4540230156375], [627.0, 510.6699840452653], [625.5000152587891, 525.7760755204133], [625.6351147447069, 540.9457252626697], [616.0900764964713, 555.9638168417798], [606.5450382482356, 570.9819084208899], [597.0, 586.0]]"
30,2026-04-10T18:24:15.511310,sweep,bend_right,80,{},80,-32,48,-32,80,32,-48,32,19475,13402,100000,99785,1,,0.0,0.0,-42.0,-287.0,639.0,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [-2.064697265625, -14.906097412109375], [-4.0, -29.8955078125], [-6.0382080078125, -44.844970703125], [-7.1790771484375, -59.91796875], [-9.45068359375, -74.69049072265625], [-10.5, -89.80889892578125], [-11.0, -105.00900268554688], [-11.5, -120.2091064453125], [-11.0, -135.40921020507812], [-11.28570556640625, -150.616943359375], [-11.0, -165.82467651367188], [-11.71551513671875, -181.01708984375], [-12.0, -196.224853515625], [-12.0, -211.43771362304688], [-13.0, -226.60479736328125], [-13.15692138671875, -241.8028564453125], [-22.77130126953125, -256.86859130859375], [-32.3856201171875, -271.93426513671875], [-42.0, -287.0]]","[[639.0, 299.0], [636.9352816203206, 313.9061050257735], [635.0000152587891, 328.89552176283007], [632.961810908648, 343.844959075044], [631.8208930643135, 358.91796746313764], [629.549328990238, 373.69047943277155], [628.5000152587891, 388.8089083135381], [628.0, 404.00900344372144], [627.5, 419.20909966113095], [628.0, 434.40919587854046], [627.7142791748047, 449.61693495452795], [628.0, 464.82467511762525], [627.2845002494582, 480.0170849319753], [627.0, 495.22486755244427], [627.0, 510.43770295470995], [626.0, 525.6047936105867], [625.8430651872859, 540.8028455701715], [616.2287101248573, 555.8685637134477], [606.6143550624287, 570.9342818567238], [597.0, 586.0]]"
31,2026-04-10T18:24:16.133277,sweep,bend_right,40,{},40,-16,0,-16,40,16,0,16,19515,13386,100000,99769,1,,0.0,0.0,-50.5,-287.0,646.5,299.0,596.0,586.0,288,20,"[[0.0, 0.0], [-8.21429443359375, -11.111968994140625], [-10.5, -26.47784423828125], [-11.28466796875, -41.99267578125], [-11.826416015625, -57.523406982421875], [-14.5, -72.64199829101562], [-17.5, -87.61785888671875], [-17.5, -103.18594360351562], [-17.5, -118.7540283203125], [-18.0, -134.30426025390625], [-18.27587890625, -149.86248779296875], [-18.5, -165.42257690429688], [-14.64666748046875, -179.56149291992188], [-18.5, -193.9398193359375], [-18.5, -209.50790405273438], [-19.0, -225.05810546875], [-19.31414794921875, -240.60174560546875], [-29.70947265625, -256.06781005859375], [-40.104736328125, -271.533935546875], [-50.5, -287.0]]","[[646.5, 299.0], [638.2857208251953, 310.11197056617675], [636.0000152587891, 325.4778293627744], [635.2153414935741, 340.9926703564544], [634.6735760355418, 356.5233922625126], [632.0000152587891, 371.64199724356604], [629.0000152587891, 386.61785872401964], [629.0000152587891, 402.1859368832123], [629.0000152587891, 417.75401504240506], [628.5000152587891, 433.3042587776896], [628.2241158709837, 448.86249568024203], [628.0, 464.42257958494065], [631.853334697201, 478.5614967311709], [628.0, 492.9398111659476], [628.0, 508.5078893251403], [627.5, 524.0581319730823], [627.1858334319102, 539.6017474457723], [616.7905556212734, 555.0678316305149], [606.3952778106367, 570.5339158152574], [596.0, 586.0]]"
32,2026-04-10T18:24:16.891061,trim,trim_pull,12,"{""motor_index"": 1}",0,27,0,0,0,-27,0,0,19515,13413,100000,99769,1,,0.0,0.0,-43.0,-287.0,639.0,299.0,596.0,586.0,288,20,"[[0.0, 0.0], [-2.0, -15.047088623046875], [-2.5, -30.31671142578125], [-4.82269287109375, -45.258941650390625], [-5.53564453125, -60.499725341796875], [-6.55023193359375, -75.703369140625], [-9.5, -90.44833374023438], [-10.0, -105.72808837890625], [-10.5, -121.00784301757812], [-10.5, -136.30545043945312], [-10.82794189453125, -151.59133911132812], [-10.8040771484375, -166.87139892578125], [-8.91162109375, -180.77627563476562], [-11.0, -195.55413818359375], [-10.0, -210.78570556640625], [-10.0, -226.06292724609375], [-11.18304443359375, -241.2816162109375], [-21.7886962890625, -256.52105712890625], [-32.39434814453125, -271.76055908203125], [-43.0, -287.0]]","[[639.0, 299.0], [637.0000152587891, 314.0470992974351], [636.5, 329.31670711614436], [634.1772993941433, 344.2589455201773], [633.4643461996453, 359.49972281279236], [632.4497763167939, 374.70336665297975], [629.5, 389.44833009252557], [629.0000152587891, 404.72809201370075], [628.5000152587891, 420.00785284764964], [628.5000152587891, 435.3054481055067], [628.172056774391, 450.59134527526373], [628.1959095938498, 465.8714090090307], [630.0883797023159, 479.77629078270115], [628.0, 494.5541288285507], [629.0000152587891, 509.7857108053751], [629.0000152587891, 525.0629251067915], [627.8169293151867, 540.2816106376082], [617.2112862101244, 555.5210737584055], [606.6056431050622, 570.7605368792027], [596.0, 586.0]]"
33,2026-04-10T18:24:18.047617,reset,reset_release,120,{},-63,-63,-63,-48,-63,63,63,48,19452,13350,99937,99721,1,,0.0,0.0,-38.5,-287.0,634.5,299.0,596.0,586.0,288,20,"[[0.0, 0.0], [2.9833984375, -12.23260498046875], [1.9735107421875, -27.628997802734375], [0.39117431640625, -42.880950927734375], [-0.3651123046875, -58.27789306640625], [-3.0, -73.27212524414062], [-5.5, -88.34832763671875], [-5.5, -103.80923461914062], [-6.0, -119.2523193359375], [-5.5, -134.69540405273438], [-5.876708984375, -150.13714599609375], [-6.5, -165.56134033203125], [-3.6829833984375, -180.25619506835938], [-6.57403564453125, -195.03662109375], [-7.0, -210.48233032226562], [-6.0, -225.8470458984375], [-6.53955078125, -241.27716064453125], [-17.19305419921875, -256.51812744140625], [-27.84649658203125, -271.759033203125], [-38.5, -287.0]]","[[634.5, 299.0], [637.4833854633773, 311.2326106114297], [636.4734995803785, 326.62898280275243], [634.8911762016206, 341.8809483257097], [634.1348979024579, 357.2778814987731], [631.5, 372.2721119015595], [629.0000152587891, 387.3483129649245], [629.0000152587891, 402.8092344947618], [628.5000152587891, 418.25232160069106], [629.0000152587891, 433.6954087066203], [628.6232750111476, 449.137140752903], [628.0, 464.5613529339258], [630.8170237504321, 479.2561849844417], [627.9259432268343, 494.03661283618646], [627.5, 509.4823419244443], [628.5000152587891, 524.8470585530993], [627.9604196550739, 540.2771776847978], [617.306946436716, 555.5181184565319], [606.6534732183579, 570.7590592282659], [596.0, 586.0]]"
34,2026-04-10T18:24:18.971307,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,19428,13326,99913,99697,1,,0.0,0.0,-48.5,-287.0,645.5,299.0,597.0,586.0,288,20,"[[0.0, 0.0], [-7.98248291015625, -10.75457763671875], [-9.142822265625, -26.14080810546875], [-10.7767333984375, -41.374908447265625], [-11.5567626953125, -56.79473876953125], [-13.0, -72.18109130859375], [-16.0, -87.1446533203125], [-17.0, -102.61209106445312], [-17.0, -118.12533569335938], [-16.78570556640625, -133.63092041015625], [-17.00970458984375, -149.13613891601562], [-17.0, -164.64462280273438], [-15.276123046875, -179.5406494140625], [-17.5458984375, -194.64285278320312], [-18.0, -210.139892578125], [-18.0, -225.62255859375], [-18.0, -241.1204833984375], [-28.16668701171875, -256.41363525390625], [-38.33331298828125, -271.70684814453125], [-48.5, -287.0]]","[[645.5, 299.0], [637.5175292612466, 309.754582853011], [636.3571472167969, 325.1408215207454], [634.7232542267188, 340.3749118136192], [633.9432353334136, 355.79472958543266], [632.5000152587891, 371.1810793464793], [629.5, 386.1446491683318], [628.5000152587891, 401.61209661812086], [628.5000152587891, 417.1253252064225], [628.714300065446, 432.6309109359563], [628.4902905693058, 448.1361498077284], [628.5000152587891, 463.6446289273112], [630.223870913855, 478.5406455207596], [627.9540728235619, 493.6428627584466], [627.5, 509.1398953914933], [627.5, 524.6225503710307], [627.5, 540.1204932419436], [617.3333333333334, 555.4136621612957], [607.1666666666667, 570.7068310806478], [597.0, 586.0]]"
35,2026-04-10T18:24:19.564355,trim,trim_pull,20,"{""motor_index"": 0}",35,0,0,0,35,0,0,0,19463,13326,99913,99697,1,,0.0,0.0,-41.0,-287.0,637.0,299.0,596.0,586.0,288,20,"[[0.0, 0.0], [-1.33074951171875, -14.84234619140625], [-1.0, -29.882110595703125], [-2.99566650390625, -44.939056396484375], [-3.68975830078125, -60.13134765625], [-5.5, -75.1295166015625], [-8.0, -90.00344848632812], [-8.5, -105.27328491210938], [-9.0, -120.5430908203125], [-8.91595458984375, -135.82357788085938], [-8.84979248046875, -151.10287475585938], [-8.66943359375, -166.37200927734375], [-8.04620361328125, -181.27447509765625], [-10.22601318359375, -196.16445922851562], [-9.5, -211.3916015625], [-11.0, -226.54034423828125], [-11.15655517578125, -241.80810546875], [-21.1043701171875, -256.8720703125], [-31.05218505859375, -271.93603515625], [-41.0, -287.0]]","[[637.0, 299.0], [635.669252999068, 313.84235016806883], [636.0000152587891, 328.8821132724191], [634.0043525569205, 343.939062343444], [633.3102408663703, 359.1313361779695], [631.5, 374.1295080977553], [629.0000152587891, 389.003443703229], [628.5000152587891, 404.2732726167266], [628.0, 419.543100442998], [628.0840433802896, 434.82357039721046], [628.1502010031429, 450.1028782187521], [628.3305752213951, 465.3720192887521], [628.9538131591979, 480.2744650834481], [626.7739730757044, 495.1644735122075], [627.5, 510.3916035894073], [626.0, 525.5403586077749], [625.8434426208435, 540.8081298012376], [615.8956284138956, 555.8720865341584], [605.9478142069478, 570.9360432670792], [596.0, 586.0]]"
