sample_id,timestamp_iso,phase_name,action_name,action_value,extra_info,semantic_move_m0,semantic_move_m1,semantic_move_m2,semantic_move_m3,raw_move_m0,raw_move_m1,raw_move_m2,raw_move_m3,spool_pos_m0,spool_pos_m1,spool_pos_m2,spool_pos_m3,tracking_ok,tracking_reason,base_x,base_y,tip_x,tip_y,base_x_img,base_y_img,tip_x_img,tip_y_img,num_path_points,num_resampled_points,points_json,points_image_json
75,2026-04-10T18:16:56.374552,trim,trim_pull,20,"{""motor_index"": 3}",0,0,0,35,0,0,0,-35,10739,3203,22902,15334,1,,0.0,0.0,-6.5,-366.0,631.5,295.0,625.0,661.0,361,20,"[[0.0, 0.0], [-0.11090087890625, -15.553009033203125], [-1.5, -35.893829345703125], [-3.5, -56.148651123046875], [-5.0, -76.41598510742188], [-3.0, -96.6165771484375], [0.1044921875, -116.46304321289062], [0.9129638671875, -136.890625], [1.334716796875, -157.31399536132812], [-3.84344482421875, -175.75448608398438], [4.0, -190.86190795898438], [-4.069091796875, -207.442626953125], [-6.24365234375, -227.41082763671875], [-6.08233642578125, -247.84765625], [-9.0, -267.6949462890625], [-11.5, -287.824462890625], [-13.5, -308.01031494140625], [-11.16668701171875, -327.3402099609375], [-8.83331298828125, -346.67010498046875], [-6.5, -366.0]]","[[631.5, 295.0], [631.3890734361536, 310.553019288237], [630.0000152587891, 330.8938415208967], [628.0, 351.14864265164385], [626.5000152587891, 371.41597186320604], [628.5, 391.61659083249174], [631.6045003501283, 411.4630495505244], [632.4129472075535, 431.89061185582443], [632.8347186989605, 452.3140088324987], [627.6565636195915, 470.7544893045182], [635.5, 485.8619012165086], [627.4309374531556, 502.44261245766023], [625.2563687786338, 522.4108153255244], [625.4176934850807, 542.8476736249197], [622.5000152587891, 562.6949299580482], [620.0, 582.824462059165], [618.0, 603.0103112872835], [620.3333333333334, 622.3402075248557], [622.6666666666666, 641.6701037624279], [625.0, 661.0]]"
76,2026-04-10T18:16:56.873429,trim,trim_pull,12,"{""motor_index"": 0}",12,0,0,0,12,0,0,0,10751,3203,22902,15334,1,,0.0,0.0,-6.5,-366.0,631.5,295.0,625.0,661.0,357,20,"[[0.0, 0.0], [-0.27850341796875, -14.966278076171875], [-1.00872802734375, -34.87762451171875], [-3.5, -54.48468017578125], [-4.5, -74.38641357421875], [0.5, -92.89959716796875], [0.5, -112.87237548828125], [1.0, -132.81719970703125], [1.37371826171875, -152.76763916015625], [-0.7843017578125, -172.05767822265625], [0.1014404296875, -188.57986450195312], [-1.4151611328125, -208.40615844726562], [-5.58990478515625, -227.25927734375], [-5.62969970703125, -247.18414306640625], [-9.5, -266.09002685546875], [-11.5, -285.871337890625], [-13.0, -305.6754150390625], [-10.83331298828125, -325.7835693359375], [-8.66668701171875, -345.89178466796875], [-6.5, -366.0]]","[[631.5, 295.0], [631.2215218459656, 309.9662734479348], [630.4912588582546, 329.8776202808318], [628.0, 349.48467304483773], [627.0, 369.38639897803296], [632.0, 387.8995955932347], [632.0, 407.8723893384568], [632.5000152587891, 427.81719564453135], [632.8737466250067, 447.76765082946696], [630.7157004323882, 467.0576760048129], [631.6014356284725, 483.57985786208775], [630.0848475921498, 503.40615554378024], [625.9100658258583, 522.2592751039189], [625.8702856759273, 542.184118337799], [622.0, 561.0900186142698], [620.0, 580.8713680431895], [618.5, 600.67538991981], [620.6666666666667, 620.7835932798733], [622.8333333333333, 640.8917966399367], [625.0, 661.0]]"
77,2026-04-10T18:16:57.832060,reset,reset_release,120,{},-63,-48,-63,-63,-63,48,63,63,10688,3155,22839,15271,1,,0.0,0.0,-8.5,-366.0,631.5,295.0,623.0,661.0,362,20,"[[0.0, 0.0], [-0.0738525390625, -15.0340576171875], [-0.5, -35.228515625], [-3.5, -54.924407958984375], [-3.5, -75.16961669921875], [-0.5, -94.86550903320312], [0.156005859375, -115.09194946289062], [1.5, -135.2193603515625], [1.22039794921875, -155.4573974609375], [-3.48779296875, -173.98931884765625], [0.5, -191.6326904296875], [-2.5, -211.32858276367188], [-7.5, -230.27020263671875], [-7.0, -250.502685546875], [-11.4742431640625, -269.6392822265625], [-12.5, -289.832763671875], [-14.0, -309.9342041015625], [-12.16668701171875, -328.622802734375], [-10.33331298828125, -347.3114013671875], [-8.5, -366.0]]","[[631.5, 295.0], [631.4261408202003, 310.0340600742042], [631.0000152587891, 330.2285182711453], [628.0, 349.9244082108101], [628.0, 370.1696196210822], [631.0000152587891, 389.86550254147613], [631.6559876929131, 410.0919471739749], [633.0000152587891, 430.2193726132262], [632.7203811182612, 450.4573919070321], [628.0122020199676, 468.98932333434897], [632.0, 486.6326816596454], [629.0000152587891, 506.32857572312594], [624.0000152587891, 525.2701916841344], [624.5, 545.5026649967765], [620.0257642570457, 564.6392893933456], [619.0000152587891, 584.832781502109], [617.5, 604.9341750092217], [619.3333333333334, 623.6227833394812], [621.1666666666667, 642.3113916697405], [623.0, 661.0]]"
78,2026-04-10T18:16:58.756873,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10664,3131,22815,15247,1,,0.0,0.0,-8.5,-366.0,631.5,295.0,623.0,661.0,361,20,"[[0.0, 0.0], [-0.33734130859375, -15.361602783203125], [-0.5, -35.675079345703125], [-3.5, -55.48675537109375], [-4.0, -75.78640747070312], [1.0, -94.62640380859375], [0.9285888671875, -114.961669921875], [1.0, -135.29690551757812], [1.21429443359375, -155.62704467773438], [-3.27130126953125, -174.16348266601562], [4.0, -191.53244018554688], [-1.0, -210.39361572265625], [-5.94329833984375, -229.2061767578125], [-6.0, -249.54193115234375], [-11.24163818359375, -268.46112060546875], [-12.5, -288.71051025390625], [-15.0, -308.66357421875], [-12.83331298828125, -327.77569580078125], [-10.66668701171875, -346.88787841796875], [-8.5, -366.0]]","[[631.5, 295.0], [631.1626390273967, 310.361598878501], [631.0000152587891, 330.67506869087174], [628.0, 350.4867593277878], [627.5000152587891, 370.78640737370375], [632.5000152587891, 389.62641810268786], [632.4285888671875, 409.96165572201744], [632.5000152587891, 430.2968922540043], [632.7143096923828, 450.6270335470557], [628.2287047332724, 469.1634903113095], [635.5, 486.532434589268], [630.5, 505.39361210938307], [625.5567112972747, 524.2061871896211], [625.5, 544.5419492324069], [620.2583328253802, 563.4611150637909], [619.0000152587891, 583.7105049261855], [616.5, 603.6635593584602], [618.6666666666667, 622.7757062389735], [620.8333333333334, 641.8878531194867], [623.0, 661.0]]"
79,2026-04-10T18:16:59.316587,trim,trim_pull,12,"{""motor_index"": 1}",0,27,0,0,0,-27,0,0,10664,3158,22815,15247,1,,0.0,0.0,-10.5,-366.0,631.5,295.0,621.0,661.0,362,20,"[[0.0, 0.0], [-0.11083984375, -15.551666259765625], [-0.5, -36.158935546875], [-3.0, -56.503631591796875], [-4.5, -77.01654052734375], [1.5, -95.63876342773438], [1.07147216796875, -116.28018188476562], [0.79058837890625, -136.93197631835938], [-0.5703125, -157.492431640625], [-6.0762939453125, -175.91525268554688], [3.5, -191.3021240234375], [-4.9290771484375, -208.00701904296875], [-6.32489013671875, -228.5487060546875], [-5.5, -249.14837646484375], [-10.3023681640625, -268.744384765625], [-13.0, -288.97650146484375], [-14.5, -309.47955322265625], [-13.1666259765625, -328.3197021484375], [-11.83331298828125, -347.15985107421875], [-10.5, -366.0]]","[[631.5, 295.0], [631.3891699533258, 310.5516680065886], [631.0000152587891, 331.1589485982765], [628.5, 351.50363758866627], [627.0, 372.0165380196261], [633.0000152587891, 390.6387653583009], [632.5714526337798, 411.28019260360327], [632.2905940945982, 431.93198577577675], [630.9296643229827, 452.492418982057], [625.423724479288, 470.9152660075229], [635.0, 486.3021271648007], [626.5709394504286, 503.007031014038], [625.1751024462294, 523.5487045682346], [626.0000152587891, 544.1483711272695], [621.1976268721588, 563.744397985346], [618.5, 583.9765214922276], [617.0000152587891, 604.4795649633174], [618.3333435058594, 623.3197099755449], [619.6666717529297, 642.1598549877724], [621.0, 661.0]]"
80,2026-04-10T18:16:59.876364,trim,trim_pull,28,"{""motor_index"": 2}",0,0,43,0,0,0,-43,0,10664,3158,22858,15247,1,,0.0,0.0,-8.0,-366.0,632.0,295.0,624.0,661.0,361,20,"[[0.0, 0.0], [-0.61456298828125, -15.604339599609375], [-0.5, -36.019683837890625], [-4.0, -55.750732421875], [-5.5, -75.97958374023438], [0.04833984375, -94.67657470703125], [0.357177734375, -115.102294921875], [0.64288330078125, -135.53903198242188], [1.0, -155.97323608398438], [-3.47467041015625, -174.54611206054688], [4.00799560546875, -189.88876342773438], [-3.11700439453125, -207.03753662109375], [-5.67376708984375, -226.81085205078125], [-6.79962158203125, -247.19451904296875], [-10.15277099609375, -266.86090087890625], [-13.0, -286.77154541015625], [-14.5, -307.01025390625], [-12.33331298828125, -326.67352294921875], [-10.16668701171875, -346.33673095703125], [-8.0, -366.0]]","[[632.0, 295.0], [631.3854079838486, 310.60433718660397], [631.5, 331.01969154697144], [628.0, 350.7507432527784], [626.5000152587891, 370.9795973933776], [632.0483245038994, 389.67656370167646], [632.3571624755859, 410.1022903713756], [632.6428833007812, 430.5390315116915], [633.0000152587891, 450.9732272070503], [628.5253437800162, 469.54609787037435], [636.0079750913892, 484.88877257225295], [628.8830256287712, 502.0375223974976], [626.3262575201007, 521.8108364541926], [625.2003843449174, 542.1945335551136], [621.8472139985547, 561.8609307005506], [619.0000152587891, 581.771563723805], [617.5, 602.0102716715858], [619.6666666666667, 621.6735144477238], [621.8333333333334, 641.3367572238619], [624.0, 661.0]]"
81,2026-04-10T18:17:00.502238,trim,trim_pull,28,"{""motor_index"": 3}",0,0,0,43,0,0,0,-43,10664,3158,22858,15290,1,,0.0,0.0,-8.5,-366.0,631.5,295.0,623.0,661.0,363,20,"[[0.0, 0.0], [-0.3287353515625, -15.301239013671875], [-0.5, -35.476654052734375], [-2.5, -55.4071044921875], [-3.0, -75.58456420898438], [0.5, -95.04660034179688], [0.5, -115.25204467773438], [0.5, -135.45745849609375], [0.2923583984375, -155.63577270507812], [-4.08624267578125, -174.60067749023438], [-0.5, -191.57870483398438], [-4.5, -210.80667114257812], [-6.5, -230.78125], [-7.5, -250.855224609375], [-10.5, -270.6004638671875], [-12.0, -290.65704345703125], [-14.5, -310.51629638671875], [-12.5, -329.0108642578125], [-10.5, -347.50543212890625], [-8.5, -366.0]]","[[631.5, 295.0], [631.17126210838, 310.30123546947317], [631.0000152587891, 330.47664748176066], [629.0000152587891, 350.4071136338872], [628.5, 370.584560606575], [632.0, 390.04659381239475], [632.0, 410.2520314694236], [632.0, 430.45746912645245], [631.7923407060445, 450.6357729465692], [627.413728431206, 469.60066745349246], [631.0000152587891, 486.5787066959674], [627.0, 505.80668358669595], [625.0, 525.7812549285559], [624.0000152587891, 545.8552383045505], [621.0, 565.6004864420127], [619.5000152587891, 585.65701839039], [617.0000152587891, 605.5163232143857], [619.0000101725261, 624.0108821429238], [621.0000050862631, 642.505441071462], [623.0, 661.0]]"
82,2026-04-10T18:17:01.466201,reset,reset_release,120,{},-48,-63,-63,-63,-48,63,63,63,10616,3095,22795,15227,1,,0.0,0.0,-10.5,-366.0,631.5,295.0,621.0,661.0,362,20,"[[0.0, 0.0], [-0.084228515625, -15.179534912109375], [-1.0, -35.374969482421875], [-3.0, -55.452545166015625], [-4.0, -75.67526245117188], [0.5, -94.72927856445312], [0.572509765625, -115.01541137695312], [1.0, -135.28887939453125], [0.4285888671875, -155.55722045898438], [-3.39599609375, -174.11032104492188], [-1.0, -191.43173217773438], [-1.5, -211.70263671875], [-5.5, -231.17523193359375], [-8.5, -250.9095458984375], [-9.5, -271.1373291015625], [-13.0, -290.65484619140625], [-16.0, -310.47906494140625], [-14.1666259765625, -328.986083984375], [-12.33331298828125, -347.4930419921875], [-10.5, -366.0]]","[[631.5, 295.0], [631.4157503402812, 310.1795312324987], [630.5, 330.37498296410337], [628.5, 350.4525537449755], [627.5000152587891, 370.67527031887045], [632.0, 389.72927167643667], [632.072527330261, 410.0154103195189], [632.5000152587891, 430.28888724328937], [631.9285736083984, 450.5572296516226], [628.1039746419276, 469.1103181083454], [630.5, 486.43173701765994], [630.0000152587891, 506.70262921997164], [626.0000152587891, 526.1752619135606], [623.0000152587891, 545.9095706746328], [622.0, 566.1373396049534], [618.5, 585.6548729175673], [615.5000152587891, 605.4790807919936], [617.3333435058594, 623.9860538613291], [619.1666717529297, 642.4930269306645], [621.0, 661.0]]"
83,2026-04-10T18:17:02.384101,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10592,3071,22771,15203,1,,0.0,0.0,-9.5,-365.0,631.5,295.0,622.0,660.0,357,20,"[[0.0, 0.0], [0.00390625, -14.972747802734375], [-0.5, -35.17523193359375], [-3.0, -55.046630859375], [-4.5, -75.12399291992188], [0.0, -94.17990112304688], [-0.39892578125, -114.41461181640625], [0.2342529296875, -134.639892578125], [0.726318359375, -154.83181762695312], [-3.65570068359375, -173.4786376953125], [3.30621337890625, -188.95245361328125], [-2.17889404296875, -207.29205322265625], [-7.2462158203125, -226.11181640625], [-7.66583251953125, -246.3214111328125], [-9.5, -266.41168212890625], [-12.5, -286.1134033203125], [-15.0, -305.96551513671875], [-13.16668701171875, -325.6436767578125], [-11.33331298828125, -345.32183837890625], [-9.5, -365.0]]","[[631.5, 295.0], [631.5038943146254, 309.9727418772514], [631.0000152587891, 330.17521667666426], [628.5, 350.0466281058827], [627.0, 370.1239907844965], [631.5, 389.1799137354129], [631.1010561524502, 409.41461568189993], [631.7342610671258, 429.6398775149705], [632.2263212831201, 449.8318325976153], [627.8443140313243, 468.4786452802473], [634.8062253527104, 483.9524585885929], [629.3211215844765, 502.29204379042864], [624.2537838586107, 521.1118302292168], [623.834189583657, 541.3214166728168], [622.0, 561.4116709970068], [619.0000152587891, 581.1134005709428], [616.5, 600.9655095499975], [618.3333333333334, 620.6436730333317], [620.1666666666666, 640.3218365166658], [622.0, 660.0]]"
84,2026-04-10T18:17:03.080074,extreme,bend_right_max,0,{},135,-48,135,-48,135,48,-135,48,10727,3023,22906,15155,1,,0.0,0.0,-8.5,-366.0,631.5,295.0,623.0,661.0,361,20,"[[0.0, 0.0], [-0.3260498046875, -15.28228759765625], [-1.0, -35.40972900390625], [-3.0, -55.314300537109375], [-4.0, -75.39834594726562], [0.0419921875, -94.58807373046875], [1.3841552734375, -114.62167358398438], [0.5, -134.72500610351562], [0.7359619140625, -154.84860229492188], [-3.49566650390625, -173.4337158203125], [-2.0, -191.69268798828125], [-6.0, -210.847900390625], [-5.5, -230.96490478515625], [-6.0, -251.1021728515625], [-10.98077392578125, -269.73077392578125], [-15.0, -288.88525390625], [-17.5, -308.6654052734375], [-14.5, -327.77691650390625], [-11.5, -346.88848876953125], [-8.5, -366.0]]","[[631.5, 295.0], [631.1739694733614, 310.2822833362307], [630.5, 330.4097387033986], [628.5, 350.3142887178387], [627.5000152587891, 370.39834776974453], [631.5420042321867, 389.5880771973068], [632.8841764659528, 409.62165978797947], [632.0, 429.7250198510827], [632.2359377620409, 449.84859889199845], [628.0043363257266, 468.4337073694515], [629.5000152587891, 486.6927000730569], [625.5, 505.8479027776895], [626.0000152587891, 525.9648881164944], [625.5, 546.1021773113258], [620.51924577701, 564.7307645284911], [616.5, 583.8852820699395], [614.0, 603.6653869876003], [617.0, 622.7769246584003], [620.0, 641.8884623292001], [623.0, 661.0]]"
85,2026-04-10T18:17:04.037367,reset,reset_release,120,{},-63,-48,-63,-48,-63,48,63,48,10664,2975,22843,15107,1,,0.0,0.0,-16.0,-366.0,632.0,295.0,616.0,661.0,362,20,"[[0.0, 0.0], [-0.796630859375, -15.076507568359375], [-1.0, -35.49560546875], [-4.0, -55.482635498046875], [-5.0, -75.81295776367188], [-1.0, -95.30557250976562], [0.3138427734375, -115.60653686523438], [0.0, -136.0518798828125], [-0.32122802734375, -156.4969482421875], [-5.507080078125, -174.89993286132812], [2.5, -192.20294189453125], [-4.9158935546875, -209.7645263671875], [-8.86474609375, -228.9466552734375], [-10.398681640625, -249.290771484375], [-13.876220703125, -269.1337890625], [-14.11083984375, -289.55206298828125], [-18.681640625, -309.27154541015625], [-17.78778076171875, -328.1810302734375], [-16.89385986328125, -347.09051513671875], [-16.0, -366.0]]","[[632.0, 295.0], [631.2033661373415, 310.0765004083731], [631.0000152587891, 330.4956157279647], [628.0, 350.4826312902068], [627.0, 370.8129700128321], [631.0000152587891, 390.30558197131893], [632.3138387788542, 410.60655026468953], [632.0, 431.0518729494522], [631.6787850376587, 451.4969330852383], [626.4928966845798, 469.8999412029286], [634.5000152587891, 487.20295117355283], [627.0840946295198, 504.7645379116375], [623.1352448964706, 523.946636352819], [621.6013283728116, 544.2907555013799], [618.1237581030746, 564.1337593673933], [617.8891427557994, 584.5520487835789], [613.3183561429153, 604.2715458040914], [614.2122374286103, 623.1810305360609], [615.1061187143051, 642.0905152680305], [616.0, 661.0]]"
86,2026-04-10T18:17:04.958858,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10640,2951,22819,15083,1,,0.0,0.0,-17.5,-365.0,631.5,295.0,614.0,660.0,361,20,"[[0.0, 0.0], [-0.28857421875, -15.020233154296875], [-1.0, -35.20465087890625], [-2.5, -55.290679931640625], [-5.0, -75.16946411132812], [1.0, -93.35479736328125], [1.4599609375, -113.5604248046875], [0.87396240234375, -133.76446533203125], [0.43048095703125, -153.97354125976562], [-2.884765625, -173.02276611328125], [-2.0, -190.31689453125], [-4.0, -210.27645874023438], [-7.489990234375, -229.85968017578125], [-8.99822998046875, -249.97540283203125], [-12.9541015625, -269.3577880859375], [-14.6746826171875, -289.4459228515625], [-18.0, -309.1318359375], [-17.83331298828125, -327.75457763671875], [-17.66668701171875, -346.37725830078125], [-17.5, -365.0]]","[[631.5, 295.0], [631.2114059177541, 310.0202202279502], [630.5, 330.20465493206785], [629.0000152587891, 350.2906662582439], [626.5000152587891, 370.1694490319683], [632.5000152587891, 388.35478456912074], [632.9599850629534, 408.5604398449673], [632.3739865668236, 428.764455534426], [631.9304626628381, 448.9735524307289], [628.6152157835908, 468.0227600046067], [629.5000152587891, 485.3168806043355], [627.5000152587891, 505.27645474611586], [624.0100390944158, 524.8596620184504], [622.5017736823413, 544.9753813189672], [618.5458798681946, 564.3577994357125], [616.8252950277965, 584.4459442551424], [613.5000152587891, 604.1318427319882], [613.6666768391927, 622.7545618213255], [613.8333384195963, 641.3772809106628], [614.0, 660.0]]"
